Comunidad autónoma de residencia	Tipo de dato	Gastos totales, medios, distribución e índice	Periodo	Total
01 Andalucía	Variación respecto al año anterior	Gasto medio por persona	2011	-1,7
01 Andalucía	Variación respecto al año anterior	Gasto medio por persona	2010	-0,7
01 Andalucía	Variación respecto al año anterior	Gasto medio por persona	2009	-4,8
01 Andalucía	Variación respecto al año anterior	Gasto medio por persona	2008	3,2
01 Andalucía	Variación respecto al año anterior	Gasto medio por persona	2007	6,2
01 Andalucía	Variación respecto al año anterior	Gasto medio por persona	2006	""
01 Andalucía	Variación respecto al año anterior	Gasto medio por unidad de consumo	2020	-11,6
01 Andalucía	Variación respecto al año anterior	Gasto medio por unidad de consumo	2019	-2,1
01 Andalucía	Variación respecto al año anterior	Gasto medio por unidad de consumo	2018	2,4
01 Andalucía	Variación respecto al año anterior	Gasto medio por unidad de consumo	2017	6,2
01 Andalucía	Variación respecto al año anterior	Gasto medio por unidad de consumo	2016	6,4
01 Andalucía	Variación respecto al año anterior	Gasto medio por unidad de consumo	2015	0,4
01 Andalucía	Variación respecto al año anterior	Gasto medio por unidad de consumo	2014	0,8
01 Andalucía	Variación respecto al año anterior	Gasto medio por unidad de consumo	2013	-4,3
01 Andalucía	Variación respecto al año anterior	Gasto medio por unidad de consumo	2012	-5,1
01 Andalucía	Variación respecto al año anterior	Gasto medio por unidad de consumo	2011	-1,9
01 Andalucía	Variación respecto al año anterior	Gasto medio por unidad de consumo	2010	-1
01 Andalucía	Variación respecto al año anterior	Gasto medio por unidad de consumo	2009	-5
01 Andalucía	Variación respecto al año anterior	Gasto medio por unidad de consumo	2008	2,8
01 Andalucía	Variación respecto al año anterior	Gasto medio por unidad de consumo	2007	5,9
01 Andalucía	Variación respecto al año anterior	Gasto medio por unidad de consumo	2006	""
01 Andalucía	Variación respecto al año anterior	Índice sobre la media del gmp	2020	""
01 Andalucía	Variación respecto al año anterior	Índice sobre la media del gmp	2019	""
01 Andalucía	Variación respecto al año anterior	Índice sobre la media del gmp	2018	""
01 Andalucía	Variación respecto al año anterior	Índice sobre la media del gmp	2017	""
01 Andalucía	Variación respecto al año anterior	Índice sobre la media del gmp	2016	""
01 Andalucía	Variación respecto al año anterior	Índice sobre la media del gmp	2015	""
01 Andalucía	Variación respecto al año anterior	Índice sobre la media del gmp	2014	""
01 Andalucía	Variación respecto al año anterior	Índice sobre la media del gmp	2013	""
01 Andalucía	Variación respecto al año anterior	Índice sobre la media del gmp	2012	""
01 Andalucía	Variación respecto al año anterior	Índice sobre la media del gmp	2011	""
01 Andalucía	Variación respecto al año anterior	Índice sobre la media del gmp	2010	""
01 Andalucía	Variación respecto al año anterior	Índice sobre la media del gmp	2009	""
01 Andalucía	Variación respecto al año anterior	Índice sobre la media del gmp	2008	""
01 Andalucía	Variación respecto al año anterior	Índice sobre la media del gmp	2007	""
01 Andalucía	Variación respecto al año anterior	Índice sobre la media del gmp	2006	""
01 Andalucía	Variación respecto al año base	Gasto total	2020	2
01 Andalucía	Variación respecto al año base	Gasto total	2019	14,6
01 Andalucía	Variación respecto al año base	Gasto total	2018	16,5
01 Andalucía	Variación respecto al año base	Gasto total	2017	13,6
01 Andalucía	Variación respecto al año base	Gasto total	2016	6,8
01 Andalucía	Variación respecto al año base	Gasto total	2015	0,2
01 Andalucía	Variación respecto al año base	Gasto total	2014	-0,6
01 Andalucía	Variación respecto al año base	Gasto total	2013	-1,6
01 Andalucía	Variación respecto al año base	Gasto total	2012	2,5
01 Andalucía	Variación respecto al año base	Gasto total	2011	7,3
01 Andalucía	Variación respecto al año base	Gasto total	2010	8,4
01 Andalucía	Variación respecto al año base	Gasto total	2009	8,5
01 Andalucía	Variación respecto al año base	Gasto total	2008	12,9
01 Andalucía	Variación respecto al año base	Gasto total	2007	7,9
01 Andalucía	Variación respecto al año base	Gasto total	2006	""
01 Andalucía	Variación respecto al año base	Distribución porcentual	2020	""
01 Andalucía	Variación respecto al año base	Distribución porcentual	2019	""
01 Andalucía	Variación respecto al año base	Distribución porcentual	2018	""
01 Andalucía	Variación respecto al año base	Distribución porcentual	2017	""
01 Andalucía	Variación respecto al año base	Distribución porcentual	2016	""
01 Andalucía	Variación respecto al año base	Distribución porcentual	2015	""
01 Andalucía	Variación respecto al año base	Distribución porcentual	2014	""
01 Andalucía	Variación respecto al año base	Distribución porcentual	2013	""
01 Andalucía	Variación respecto al año base	Distribución porcentual	2012	""
01 Andalucía	Variación respecto al año base	Distribución porcentual	2011	""
01 Andalucía	Variación respecto al año base	Distribución porcentual	2010	""
01 Andalucía	Variación respecto al año base	Distribución porcentual	2009	""
01 Andalucía	Variación respecto al año base	Distribución porcentual	2008	""
01 Andalucía	Variación respecto al año base	Distribución porcentual	2007	""
01 Andalucía	Variación respecto al año base	Distribución porcentual	2006	""
01 Andalucía	Variación respecto al año base	Gasto medio por hogar	2020	-13,8
01 Andalucía	Variación respecto al año base	Gasto medio por hogar	2019	-2,2
01 Andalucía	Variación respecto al año base	Gasto medio por hogar	2018	-0,3
01 Andalucía	Variación respecto al año base	Gasto medio por hogar	2017	-2,5
01 Andalucía	Variación respecto al año base	Gasto medio por hogar	2016	-8,1
01 Andalucía	Variación respecto al año base	Gasto medio por hogar	2015	-13,3
01 Andalucía	Variación respecto al año base	Gasto medio por hogar	2014	-13,4
01 Andalucía	Variación respecto al año base	Gasto medio por hogar	2013	-13,5
01 Andalucía	Variación respecto al año base	Gasto medio por hogar	2012	-8,9
01 Andalucía	Variación respecto al año base	Gasto medio por hogar	2011	-3,4
01 Andalucía	Variación respecto al año base	Gasto medio por hogar	2010	-0,7
01 Andalucía	Variación respecto al año base	Gasto medio por hogar	2009	1,1
01 Andalucía	Variación respecto al año base	Gasto medio por hogar	2008	7,3
01 Andalucía	Variación respecto al año base	Gasto medio por hogar	2007	5,1
01 Andalucía	Variación respecto al año base	Gasto medio por hogar	2006	""
01 Andalucía	Variación respecto al año base	Gasto medio por persona	2020	-4,6
01 Andalucía	Variación respecto al año base	Gasto medio por persona	2019	7,7
01 Andalucía	Variación respecto al año base	Gasto medio por persona	2018	9,9
01 Andalucía	Variación respecto al año base	Gasto medio por persona	2017	7,2
01 Andalucía	Variación respecto al año base	Gasto medio por persona	2016	0,8
01 Andalucía	Variación respecto al año base	Gasto medio por persona	2015	-5,4
01 Andalucía	Variación respecto al año base	Gasto medio por persona	2014	-6
01 Andalucía	Variación respecto al año base	Gasto medio por persona	2013	-7
01 Andalucía	Variación respecto al año base	Gasto medio por persona	2012	-3
01 Andalucía	Variación respecto al año base	Gasto medio por persona	2011	1,8
01 Andalucía	Variación respecto al año base	Gasto medio por persona	2010	3,6
01 Andalucía	Variación respecto al año base	Gasto medio por persona	2009	4,3
01 Andalucía	Variación respecto al año base	Gasto medio por persona	2008	9,6
01 Andalucía	Variación respecto al año base	Gasto medio por persona	2007	6,2
01 Andalucía	Variación respecto al año base	Gasto medio por persona	2006	""
01 Andalucía	Variación respecto al año base	Gasto medio por unidad de consumo	2020	-7,6
01 Andalucía	Variación respecto al año base	Gasto medio por unidad de consumo	2019	4,5
01 Andalucía	Variación respecto al año base	Gasto medio por unidad de consumo	2018	6,7
01 Andalucía	Variación respecto al año base	Gasto medio por unidad de consumo	2017	4,2
01 Andalucía	Variación respecto al año base	Gasto medio por unidad de consumo	2016	-1,9
01 Andalucía	Variación respecto al año base	Gasto medio por unidad de consumo	2015	-7,8
01 Andalucía	Variación respecto al año base	Gasto medio por unidad de consumo	2014	-8,1
01 Andalucía	Variación respecto al año base	Gasto medio por unidad de consumo	2013	-8,8
01 Andalucía	Variación respecto al año base	Gasto medio por unidad de consumo	2012	-4,7
01 Andalucía	Variación respecto al año base	Gasto medio por unidad de consumo	2011	0,4
01 Andalucía	Variación respecto al año base	Gasto medio por unidad de consumo	2010	2,4
01 Andalucía	Variación respecto al año base	Gasto medio por unidad de consumo	2009	3,4
01 Andalucía	Variación respecto al año base	Gasto medio por unidad de consumo	2008	8,8
01 Andalucía	Variación respecto al año base	Gasto medio por unidad de consumo	2007	5,9
01 Andalucía	Variación respecto al año base	Gasto medio por unidad de consumo	2006	""
01 Andalucía	Variación respecto al año base	Índice sobre la media del gmp	2020	""
01 Andalucía	Variación respecto al año base	Índice sobre la media del gmp	2019	""
01 Andalucía	Variación respecto al año base	Índice sobre la media del gmp	2018	""
01 Andalucía	Variación respecto al año base	Índice sobre la media del gmp	2017	""
01 Andalucía	Variación respecto al año base	Índice sobre la media del gmp	2016	""
01 Andalucía	Variación respecto al año base	Índice sobre la media del gmp	2015	""
01 Andalucía	Variación respecto al año base	Índice sobre la media del gmp	2014	""
01 Andalucía	Variación respecto al año base	Índice sobre la media del gmp	2013	""
01 Andalucía	Variación respecto al año base	Índice sobre la media del gmp	2012	""
01 Andalucía	Variación respecto al año base	Índice sobre la media del gmp	2011	""
01 Andalucía	Variación respecto al año base	Índice sobre la media del gmp	2010	""
01 Andalucía	Variación respecto al año base	Índice sobre la media del gmp	2009	""
01 Andalucía	Variación respecto al año base	Índice sobre la media del gmp	2008	""
01 Andalucía	Variación respecto al año base	Índice sobre la media del gmp	2007	""
01 Andalucía	Variación respecto al año base	Índice sobre la media del gmp	2006	""
02 Aragón	Dato base	Gasto total	2020	15.057.069,7
02 Aragón	Dato base	Gasto total	2019	16.636.137,12
02 Aragón	Dato base	Gasto total	2018	15.514.744,18
02 Aragón	Dato base	Gasto total	2017	15.080.848,6
02 Aragón	Dato base	Gasto total	2016	14.995.433,7
02 Aragón	Dato base	Gasto total	2015	14.588.238,84
02 Aragón	Dato base	Gasto total	2014	14.394.307,79
02 Aragón	Dato base	Gasto total	2013	14.879.948,03
02 Aragón	Dato base	Gasto total	2012	14.987.978,99
02 Aragón	Dato base	Gasto total	2011	14.947.658,74
02 Aragón	Dato base	Gasto total	2010	14.526.615,39
02 Aragón	Dato base	Gasto total	2009	14.920.729,22
02 Aragón	Dato base	Gasto total	2008	15.683.499,45
02 Aragón	Dato base	Gasto total	2007	14.961.880,55
02 Aragón	Dato base	Gasto total	2006	13.920.872,75
02 Aragón	Dato base	Distribución porcentual	2020	2,96
02 Aragón	Dato base	Distribución porcentual	2019	2,94
02 Aragón	Dato base	Distribución porcentual	2018	2,79
02 Aragón	Dato base	Distribución porcentual	2017	2,79
02 Aragón	Dato base	Distribución porcentual	2016	2,88
02 Aragón	Dato base	Distribución porcentual	2015	2,89
02 Aragón	Dato base	Distribución porcentual	2014	2,9
02 Aragón	Dato base	Distribución porcentual	2013	3,01
02 Aragón	Dato base	Distribución porcentual	2012	2,94
02 Aragón	Dato base	Distribución porcentual	2011	2,86
02 Aragón	Dato base	Distribución porcentual	2010	2,79
02 Aragón	Dato base	Distribución porcentual	2009	2,84
02 Aragón	Dato base	Distribución porcentual	2008	2,89
02 Aragón	Dato base	Distribución porcentual	2007	2,84
02 Aragón	Dato base	Distribución porcentual	2006	2,84
02 Aragón	Dato base	Gasto medio por hogar	2020	27.695,68
02 Aragón	Dato base	Gasto medio por hogar	2019	30.716,04
02 Aragón	Dato base	Gasto medio por hogar	2018	28.728,85
02 Aragón	Dato base	Gasto medio por hogar	2017	28.055,46
02 Aragón	Dato base	Gasto medio por hogar	2016	27.880,66
02 Aragón	Dato base	Gasto medio por hogar	2015	27.073,94
02 Aragón	Dato base	Gasto medio por hogar	2014	26.673,84
02 Aragón	Dato base	Gasto medio por hogar	2013	27.644,6
02 Aragón	Dato base	Gasto medio por hogar	2012	27.963,34
02 Aragón	Dato base	Gasto medio por hogar	2011	28.077,79
02 Aragón	Dato base	Gasto medio por hogar	2010	27.548,67
02 Aragón	Dato base	Gasto medio por hogar	2009	28.561,37
02 Aragón	Dato base	Gasto medio por hogar	2008	30.449,58
02 Aragón	Dato base	Gasto medio por hogar	2007	29.785,54
02 Aragón	Dato base	Gasto medio por hogar	2006	28.450,31
02 Aragón	Dato base	Gasto medio por persona	2020	11.506,69
02 Aragón	Dato base	Gasto medio por persona	2019	12.775,48
02 Aragón	Dato base	Gasto medio por persona	2018	11.995,61
02 Aragón	Dato base	Gasto medio por persona	2017	11.661,34
02 Aragón	Dato base	Gasto medio por persona	2016	11.579,63
02 Aragón	Dato base	Gasto medio por persona	2015	11.217,33
02 Aragón	Dato base	Gasto medio por persona	2014	11.030,49
02 Aragón	Dato base	Gasto medio por persona	2013	11.352,94
02 Aragón	Dato base	Gasto medio por persona	2012	11.374,49
02 Aragón	Dato base	Gasto medio por persona	2011	11.308,84
02 Aragón	Dato base	Gasto medio por persona	2010	10.985,78
02 Aragón	Dato base	Gasto medio por persona	2009	11.274,56
02 Aragón	Dato base	Gasto medio por persona	2008	11.917,31
02 Aragón	Dato base	Gasto medio por persona	2007	11.584,68
02 Aragón	Dato base	Gasto medio por persona	2006	10.996,73
02 Aragón	Dato base	Gasto medio por unidad de consumo	2020	16.849,75
02 Aragón	Dato base	Gasto medio por unidad de consumo	2019	18.735
02 Aragón	Dato base	Gasto medio por unidad de consumo	2018	17.559,2
02 Aragón	Dato base	Gasto medio por unidad de consumo	2017	17.103,01
